Address,beforeDOTA,afterDOTA,status
15GnLkihCrM6iYqKdibiFxT2eJxFifTSVSqz1zQYsWvr3eNp,0.0,2.81,New
14GWmC6Gs6GPSJ7LaT9mc9pT1tuDkEsG4gWdQPVFZUYuGqMD,0.0,24.35,New
1hDFDFLbxzbf8Ciw1pT98mUaTSCFCXG9A4Lt52CwM7BBPDf,0.0,1.01,New
128hAXXdLkGd5hY85B5Bw9aGGnjiCWoEateC91A3wyGTMgra,0.0,1.01,New
16khbPnE8Wrzi7XPUMSsemPpPjHnzibu74VbUmgRNYmcxBvu,0.0,1.19,New
15QARNbQx9oPSmf94vUXeBgr64ffTgFX3fjekTGYMiv4QQj6,1.23,1.02,Old
16ShbFUuFibNyEs3HaUt4tUui4kjQfzsnMCrp6txkXt3ybRZ,0.0,1.01,New
14fggmto4rYWXQnURae3n2v91gMFL1bdMvZsRiRrysRHwern,0.0,1.02,New
15axAdGd6Z9FC7FDQqNh3XWyVj6GJopbcosFxd4V6ioDd5UR,0.0,1.01,New
1Z46D7WweTzKYoPEvQLjWk4WdsXPNqYYuzVEvviTV3MqRbX,0.0,1.01,New
13KvcSU5nLCPkXuMZ4PhLtZ7RCqNRjk68pEr78NieCpetR5q,0.0,12.67,New
13AxJuyWR2vidhj28Lobt9GvKzv6oyjqy32da3Ev2uMWp8eD,0.0,2.67,New
14rewCKA5w1m9qJdWF8oUerc8LsRxvbmmXUmS3HSaLpzoFkD,0.0,0.0,Old
1CfhwaTHMHTq4YjoqDuCoyMj89JzaY7VYPfGs84v3DhTJVM,0.0,1.01,New
15dk224MdCxvsJy6kmgKYrhdo8ZkPeQp6vKXeXoZr966w6Jq,0.0,1.01,New
13g3u1pgnMEihpAgqnFZVwtNRSpWGUsLDDb8KXCGycbHqM71,0.0,1.01,New
1689rtfTgWaH2H5tD8nWkBumhEuSHiwE97mQExSzC2bjed8r,0.0,1.01,New
13Gt84PJyKBqh2TuH3YQc7SeQup7sVyyKmEoy2n38SsdMqqE,0.0,1.0,New
1bvqM8S9X4GH63fjKt6FohiX8wwGMqFeA19KudK7XWQvLrW,0.0,1.01,New
145gquJBMvb4magrc9D6a2sVfrmhZSdEoMF77AT8nzWhVy7x,0.0,1.31,New
12TzAJFZLdYBbh1FDGNLLc8rsfN3XWwC8DLAjrsun2o4J47e,0.0,1.02,New
16ffMMdGQLfnJiPnqq1DuWMxxKdnjKQS59BEr8sLAJrcWZsy,0.0,1.01,New
1x9vbCd8FkaJoiCHesUyDS8Aq6fLU5WJVYC5SaWykZMnDK5,0.0,1.0,New
12jU5HRa5opmW1BMm4XgfirGTdQxHJb56TTehJ76k1Ti8zVd,0.0,1.07,New
13fr5mBoY9pmMy7fucr3qyZavwYkY8bWUfEGzCJ2hYWBYwHG,0.0,1.46,New
13ENz1YsFJpgpvbTD3ppNsTzPfa9Nph6sM5TiVu7BwwWbK4g,0.0,4.39,New
14zW6ZXvDwqzsfuZDFCMoVHNYUDnTZy8mocuqHFkT92DbUaM,0.0,1.0,New
14XYTg11Nm8UdH1soeQAvPMbBeN4upTvFJQwuwEEG3cSNkYo,0.0,9.64,New
14NCsHWobF2CPm1bAmQ1A4rowNihs1QzzcAiMBscd7aX3Q8E,0.0,1.83,New
12Yqtp5q9egNVdkprZC8RReJukG62ATarG77DiTKD8JNSw3K,0.0,0.0,Old
14pa8iDCuwemD7g7g823y8XPKn1qWrRMShT1Skdw9WSgKChg,0.0,18.21,New
13fpT5k6GkqeUa7yVeWjF5qDLJkRQUoEwnkUr5GftxqnKkJJ,0.0,2.45,New
1s3sdrtt4Sxq984Z955VXLR2xrSCXKj13HGC119CegjdNkP,0.0,36.44,New
152cYFBr1n2qpsZPpKo6UKmcLZMRAVDKhq9eepRTGsoiPbh4,0.0,4.95,New
16cR3tf9uxvTDjgHvVsjbfM9N5EfUU9cHYNivXg7tzP5YtWM,0.0,0.0,Old
15JAMZjng1FHGVTzbmxyCTZXwNkb8cf2pNQzPgZF4SE4mZ42,2.0,1.01,Old
1RTjvyC2fH5VoNJBBZM4uXibcAyyT2MXH6aU1gj9XVYRRiy,0.0,1.01,New
148qyUVsuRMEzCunhbxa7RbLVX1NQ2p3nXZoGb5faV8KFKYd,0.0,1.01,New
1xeRQtwXVn2MP9QadAi5NNNRiJmgbjZAmqVgXUh3hEdVezh,0.0,1.01,New
136R4ja5McrgEqqLZNNUtpsnjePjSCrLNCekntrKka9isKb2,0.0,1.24,New
13pPdqHDMezGrxh5X7Yzd68vL2L7HWrSSvWnPtJpN6ps5k8a,0.0,1.01,New
15JxiZ38vef8a55wtuAr98DiiS3TERu3UwTUZ4Tbf3oTR6EU,0.0,96.07,New
15aKbFAyxyU9MXm1sMimYU4KHUtNz4yJnqHjo6yJTKexSyYL,0.0,1.0,New
13jHsnMrDhaR1FiUYSMjJR9LJv9i7kWKgiYU2j8tq8wZQhHz,0.0,3.03,New
15PUxamUNh2QRSEpwQWXvmGC7KRvPreimZk8WfzEgByeZ6km,0.0,1.01,New
14Qrw9wTRNmFq2aV63c2rAu5MnyhNALwvfepyvdA2pV7NvtJ,0.0,1.01,New
1gX2QkThiotbuVwqobtpihG8setSLP56YtUdmCURZD63ppX,0.0,11.59,New
126zcYNmXoRAPxAw4QVTwap114ucLHhSB2yYXXtLrWEygDf6,0.0,0.0,Old
12bQZb6TwNzsAyYmU3u4LYLTYLsJ6f9T9EdoPoM2yD4UwGW4,0.0,1.02,New
13jM9iny4RFCMUY4jCZ6RgvyhDyFCWWd7KJcjScRBn2ZrbYA,0.0,1.01,New
15DUbugfLtpFyNQ4GTRxDv4LNGRouSuyeiiLNfs1ua9Fkpxw,1.01,1.02,Old
13QivkndT3x6QwkGPBwkVS5eTHDbqpWi6zAtgMAqS5FdZmte,18.79,15.97,Old
14Yk7VQvoGSWACicWZjo8tsa6kCCaTCJqmCGRkzZDmgTi52r,0.0,1.01,New
16Y9boM4Y7C8brHKw7S4NW17oUZNu16qjpVxQjmGtBo8ufKA,0.0,3.11,New
145zNiLyiPYN46P1j91MSpy5skW4rZ5aAGiFVp8mGG2xtJrm,0.0,1.05,New
14qyTvsnsCQHQ75jm2cRuZWiurvEZUBhQ4NvV7FP8Ctro1eM,0.0,0.0,Old
13rKBeVcozqmvbGgmYR76V7JycNL8AwxwWiSpu29juqeCudw,0.0,1.01,New
13DvJB4dbGU2ZYugxf35FQjtx1X8cePyWGiqWPiBKkAssvY8,0.0,1.21,New
16A1EYYPDmUZbpD2Kg8rQzUQUc5iXfSMYhygXBc2YnZtNRLv,0.0,11.29,New
1RVciRXm3jReEAF6JtX1fHCr94HCq5bL5CrAoYJtUjcxvRf,0.0,3.41,New
16heucXot8SAoQPHYoSQZpJdL6GHZ3k4DvA9RvUiGc4RkrJF,0.0,1.41,New
14E9ZYSX5DsNPX5ifLxivX8tNxARCk8qiXwmt5qHYpacDd8,0.0,1.84,New
15uVKJnrzNYmnr6xSAsXq27rxWbQA4WMK6spC8xqVNnZg6ub,0.0,1.01,New
12EEuKhQL73cSpnHFCbPnkLTsVFE1w3uZS2NgK3Z7EY9gmep,0.0,3.34,New
13dRr277k51N5RFF11PqCLsQSp5FQhoQrDmUBvzynx2e3dtt,0.0,1.0,New
15YBoMZwvqnmteRMxEddWwQPHVMP99zCxxPSSLS1wVpBx1Nc,0.0,1.01,New
13otjfjof81fDBaZbM8KcyC8hASu7qTnBJvRVCxHJtAaXM6w,0.0,1.23,New
15mZ5rejkUGTx5bTXCUQCVkFNPCPec783Vp38EZKGj8BGsCz,0.0,1.01,New
155Xk9sJ2dGE98g1j6DJF399TaoP1S1ZXi76oycPurMXm3sE,0.0,1.0,New
1xMSHHZUtq9kQkTVU3kuwAxzG128ZirF7iod5G4FhuVqSLf,0.0,0.0,Old
14mFEGfx4cpMfzS5228WLoUNfX1uPap3Uv4qfCQ9rmyp5w81,3.33,1.54,Old
1277ktZVRz9skaxz4jhxZXhufR1mimWyFxBjR4YJMbrg2TdR,0.0,1.01,New
15fYskgfAG3NFnW35B9JjHXe4Uk6mFqgsctFV5iyDFK2jWm8,0.0,0.0,Old
14toRSBnGCA6StEuDWaAUUB9E1NH7y3fc6iMV2jfjXUtnuEZ,0.0,1.08,New
14BSvNHcxU5MZ631D2gCqhPUqRtWeEVwHuSkY43MUs6iVdeG,75.62,1.94,Old
15SLyf3wMYBqDPLJr2hvrt4BYsZDZs49KtBRPGHK3WizGw5k,0.0,1.01,New
1F1HYFHJMv3mEDK98X6XsjobBuxiQBCKoqZkyRojSXS9Wij,0.0,0.0,Old
165qdDQxwek2QzayPfNGB56xms3Ly5p41bekJ4NaGxh4jXDT,0.0,0.0,Old
15K3n8ZxoQposmJNfuJ4wZ4ZrWm9Aw3zSKwfY5h146tVdZDi,0.0,1.02,New
14McPEwFJov53wdPvPr2FcTnjkBuZ8PNqRfz2MiQqs45YTUj,0.0,1.01,New
136gSH72WpxQxx57TZpHWpD8YNv3a3GivHZfchTv8LhSCRP2,0.0,1.01,New
16kjz2W8PwQhuz62vLXrhTPJAWEQHdJyYFHecmzujRk61TpQ,0.0,0.0,Old
16Y4NWeNjX9vWQ18PtvzXL5A57py84SdN2tZUcDnbYqYTiS8,0.0,44.44,New
1jpVJ1XHtwJjaUiDvzwtGr1vBq3herdnc7KTQZxMJfyMXmP,0.0,1.02,New
1C2tRvx4EFMkTwSisyVnjwNDTq9Ha6AzU9HrMjqrxd6yQ1a,0.0,1.01,New
12GmPAbTN4ZNRusJLuz5FPAmQmUAXt7R233c2SFVWW2psd7K,0.0,1.01,New
1sE6Pu4DX4y84XuDAZToK368AthyeckX57VX6mjdFAWtr8A,0.0,1.01,New
1bNhznoF4VwYFCLiZu4zMQdZgZk82YM5esqEwhJx2rmQYaJ,0.0,1.01,New
12xP5af4pXgjDxTFspyf51W7NGcnR1ZPtVJWtiSKWMyxJh5z,0.0,0.0,Old
15Uq7s83cQg7UhHF2QpuD1fjCjdLaNRqVXCFNWXLTCBqPUMe,0.0,1.01,New
13N6zkedSW6M4b4cCjV5BHqGET7EMXCFr7G2Apju56HwLia1,0.0,1.01,New
12NXLzr2cbd9geAmRY1b9YX5R4fFExeVFLbT8nW2hBG5RcUv,0.0,1.21,New
12TgFDpjCdffEQ7obYBd71sxaj7UrsvLet329QNTHU9GWyRe,0.0,0.0,Old
1uVJ9imVdHu3Jp1Gytkt9LuJktZWxsRfzFiTbKLPCcydfKY,0.0,4.47,New
15tTABTWpDE9tGgn7WZJwBVM5bVoSZzZbpjUFjNWLKXfGL7e,0.0,0.0,Old
129LbENGPB3ccF3RKM7UMU73B1a3vmYdrCmGqYxhdP4cN6dC,0.0,4.77,New
1U4AyqVmtPz1Ro8kBDKJ9zej1b8PEPMLvvJiV8Bw9Ytps8c,0.0,1.01,New
1e9Q2BsX1BsnJEXfWEq3FqqE27D6nCz68ZYUVvXUA9Lhg6D,0.0,28.15,New
15fWamSzJPKA4x8jqoSfmsFNoReRimHzDur37B3gxbAuW8Ad,0.0,1.01,New
1NSEXP7nhrnBjW44qU5SH8cz4DyixGJTacPFgBf7gPH7WQj,0.0,1.02,New
14dXe9rsBxrbACiuV1JqvD2tLPGwUt9zQ28cpYxuSwbHqvg2,0.0,3.11,New
15kTVX9TqVGdNhATqCBBCpJYgrAqqX4sVzofaJW2NifxiP2e,0.0,3.39,New
13ECQNokNKM5LEed9mWYhAAJMwt2GXivz5So92t3pkps2nvK,0.0,12.74,New
12QpCEgkybeFkR8QZZfd9wgkWxS8vN51jEGJtCREMAm8bHau,0.0,3.11,New
16ZfULcbfzLpUiR7Uv1XzqiQLGCmRQo7CyDRU9gk8eNFV32h,0.0,6.38,New
12xdxy9JyPPoGMZ2t6iHUigKjexAY2D3PCE8YyVvUguW82dR,0.0,1.01,New
14GWoBCPUXynKCN5NZzczWe6UGMRkApsrWK7pWTJjiPDJosJ,0.0,7.75,New
14BYAwPZ8nrAD2vAvwnF3dYhZvXqEG75cw1LyGgFWbHsUjQd,0.0,1.15,New
1H1S1yBjn9wn2vFAvevMvPopU9UCVih296sF4WWHY6ghgJ7,0.0,1.01,New
1ZgEX9zY4nsdiSiGV6EwQfBzJzRNmMEWVDTjhyY8r1dQWBD,0.0,1.01,New
15igh9eCtPAvPBytDNss5SN7fvifRALG8s6T9RnhKGndmyyT,0.0,1.02,New
12bsfWUkgQpDhonFh31EiYThHDfFDL6jhARaeizhsL4SfgK6,0.0,0.0,Old
15ws3XBQWHTUWzFvVkv2ik5LSTHSWCmcz4EHXmFD5qQad2Dy,0.0,1.03,New
1TxJbDBLR9eA6EjAX2Gb4dBvzUxeP8b7F3BULS1xBaw1KH8,0.0,1.02,New
15ydhNQDPyKvauaCKduMKvbscndNNSQ1qyCA8T6Hd1KBjKBZ,3.94,2.42,Old
143iz9Hs2n68mDGWd4Jjeqe5UtBMrFhAKihHbQMATNaVaAoU,0.0,1.01,New
13Vfvjt4g5KTRNYsVkJFHPjyYxAeFYWMVm5e8GA9CAGrseq7,0.0,1.0,New
16fqB9ynUfRia9eKZVb3UCMn55rAkHLPeXBm2eEdDon8biNc,0.0,1.01,New
168BV5aK4fRtcNgJNsDzLjzsChzyi6BUDi6RnhxgZxfbM6Lb,1.92,1.01,Old
153CseCMz8RnCnLQ4SMY12Je291yqZGqn2WRnZQfuWRXjuw4,0.0,1.01,New
1TUKZg3zupbKCw9NSVi2W5VsiCBV8fTNz66ovxG3BfVBgVq,0.0,0.0,Old
15MwvBrhzpnSkcscpN9W1nQo5U3RUy1cvQuGrnHi11fECro2,0.0,3.11,New
1pxXJ4pNCKmAa757r8guegoqhwaMQJGssh4B2xEX42Ekj6M,0.0,11.39,New
1pkXN3ggkSrmRmHzyfRxGu7hfKbVgFVorStRokWe3CSSuPv,0.0,4.59,New
15GM8foMUXGmmEoaruvmX1MuNMz33y9GaUwZtR9af2iRWNFm,0.0,1.03,New
12RNLwpGzRUomUFoViUHQmaEXVdLuLAJFF6Ru4ysZpg3gfzS,0.0,1.01,New
15PV2qQjk1fM6Ue15ZKcWMNx2vt8uxmt92NYAN1jK9KTPEds,0.0,3.25,New
131WZBKoFwe4b9AkVH2uX1ydFTDVv5v5CeZ2c53Eu4SmSr2u,0.0,0.0,Old
12954nrzPqcdBRnKFqwBevG4H7kTvc9QfwxPpvBDFtRYCf19,0.0,34.56,New
1L49KQFHphi61czVjzr8WP4Cuv9LtwwCRsGGXvaBnf45Fo8,0.0,1.01,New
12peP5ig1b9cuEApXtsyrKFyx2AmmnuRWxPoFo3VpRKzWumn,0.0,1.13,New
1EWparZwNzuhYVGEQV47BqZuEyN2LVZx2Ly8hKukAHzrYxN,0.0,1.0,New
14gAcLHXJ75HYzCJx2dNSfeCPWU41jmRiiVwixsyqSg8yX82,0.0,1.02,New
15wsszBH1aZceSQVWSfexm49ptnGB9PVQ1YXWXiot8iKW92u,0.0,1.07,New
1cJRCwgmC5Hp76ZXt3B1fV4um4VuvUcJupMNCAQYJoYVbi1,0.0,1.0,New
1BefHNi9XqqvTLJhL2KdDJ8BvS4bCc9vvpzvQH5Vb1915bh,0.0,1.45,New
1nsRiUh7vkhU3ymTiZnXPZnEydrhKFtqUxpzLFycjWJHSev,0.0,6.14,New
14adxjEtpzYujQKBrqnj5QhZETcSmsEwzWhFHCXTRGwJ6aYE,0.0,1.45,New
15dWwi6TnYkYnydhe8yowNeQP6FptSHLeroyD8bVqG3NwNu4,0.0,2.31,New
14W7dT1wsDKHpkPzaRbDJmst88z6eSZcf82wVNVGp7JF184e,0.0,1.01,New
123hmbJzNVxfaEdh6vbZtoU3J9N3RzsmEwKTrogyMT8QYjEi,0.0,1.01,New
14i6QYLennnD6Pzmka2M8q3E2GpuxekK47S5mFwgYU5EmEz3,0.0,3.56,New
14wxVcpF5uNErXk3E9CB6Gr62XtTS6JTCQcCApV7LiLgCzQ2,0.0,1.0,New
12KRSxuJZruT8hjrkvuWtfj4SVyokWxzcYXCWHHqGKPyD4wu,0.0,1.02,New
138GdV6CB7nauKeftS6YmiahTiR1oUzN17fad7tNKrdm7Z5J,0.0,4.5,New
1zm6uU8mJXZq38XXfy5kGLVY3hLL1kucacBpsky8Ljig1Vn,0.0,1.24,New
12g3W9jCXtt2NJ7k8uonqorXMnBgwU1zhKrCqLZqLdWWcCBQ,0.0,0.0,Old
15kUnnyQ63muPPsdT7KhfDL6y6r7JaNJjXD5tPS2TRSJZBMw,0.0,1.01,New
16PsbdtR5ySKJvdE9Vrym7QqFA9BnyqJXYpCkTcyYUm7MTVY,0.0,2.1,New
15cbnJmyDCgVhoAYaahdwTkQYGXv6vG4Wav1ez7XWrC5vKfv,0.0,0.0,Old
1128LvUtpwWJZxGQ7KDU7Tpye4giFMPbbaDKJzQsCfi2FfUk,0.0,4.59,New
16ckaPwA3BCt4wmXFeK9F43J7kV3sPmqPhWVVngkZfRwwK39,0.0,1.97,New
14QtmPpwjUuBgTqojJFzZcTry5wdq7YFTCM8hVy2GEWekN9,0.0,4.39,New
152a3F6R9M1X2yT1pPkPGkV3kEjf64o8813zWrTX7xr5ex1y,0.0,3.95,New
1bd4gx4HJhpQdQ3CztGVhxJZam9zh9LhXnVCSBWvgS3cg5b,0.0,8.76,New
15Jh2oMhXXsCsrpPVGQQr1WA7VcYrwQgFomMENSWdWWz9qrs,0.0,1.07,New
1mkk9Yu1VHWgayDb5WqhiyS78MFNvGz8JX7BPXKdje6ARux,0.0,0.0,Old
16UpErFpTuiXkspb8FsGneMBvcZuKy2JL9wD4KoggAZo9RqZ,0.0,1.01,New
136oCvLsZJmibCK9WYyNfPryQa8R9mnRxxR8a6xGQuUm5buF,0.0,1.01,New
14fZ2uL6pbx94W2q9XQcgF3tZxfdhXy257iS8CSFpoFq5uSW,0.0,1.01,New
12zSei8xzxcagbjnBHrSYLs7YYMEnhRBMNckzzx5VzuExzbZ,0.0,1.39,New
1Te7Wk7tPo6cehEtmaMCBT82dKzntvokxaXK2WzY1Gx6U9U,0.0,5.97,New
15rJyHsvAxiZKUBCTAMvHmkaVqnJ8UAyj4RC3Lw5HWgUVWGf,0.0,4.85,New
14mWDSbxmcsMiHRwhtETuGpTfLDVzpwfK3cAmakWFaQQrdM7,0.0,0.0,Old
1466Gdczt5hCNhFXc7YbB5pTibhcFiYL7WMNuxQLxXdcubgh,0.0,3.69,New
14fVycZMDHbCVSnK3RyVpNZLY3wyFzh5RcHt9kKDNHZxYfbK,0.0,9.4,New
15abA36YdoLFLPdSXGUM7aNyHbAAffBqTmeY2enjjoHLyGv7,1.35,2.43,Old
12YfccDYsEtq3F8KnmdDSDDZwY6x7twe4VkvsidzRmhdwPV8,0.0,3.0,New
13ii3cJQAJqHVrcDnJ68pRx8xMCKH8m1CnGyYr7ZMi1p1b9Z,0.0,2.05,New
1NmfmnV4HmwZfKJX9MuWVK9ZL899dLwj7rAWTeEqypcyAzr,0.0,1.01,New
16UgzSyZMfTD9KmPH55Fqmu2vRg9yJE3eizNnobpK2btjUv9,1.01,1.1,Old
1rqkzih41P7373he6azE8ruASKp16qdyScEdpeJ3UYn8bfe,0.0,72.04,New
1cKA9cPpAdZwvo6SfLjFL78ihL7ZGqeMvYtitqxwNkeKKPC,0.0,0.0,Old
12ERmmFQDRDQJaV2bpMDAi2WbkNnQzsHsvF9QJMym3kAsUPT,0.0,1.19,New
15aZLgAeFUutWVreAEpEVsxcaVk7SGtJYL5ETHdGi8SEHBkk,0.0,1.01,New
1dyXS7MQRZVajEPP4FcJ39WaXkZXCCy3fVXqs6yx7KfBLso,0.0,1.01,New
15ocQtrUhN9dxqaZrBqXSqZKKHNQyGVZovBeehPi69ESX9sj,0.0,5.26,New
1gnqzjdsdPTSXVCHFUu7uLJbKqrZtDwrBeixBmCfRpJ1kPc,0.0,9.25,New
1UNPJCo87aTGhFFpRMqH13qJQEBaGbtbL2ehAnsw2cdH4eS,0.0,0.0,Old
1hc5iMzrDRsGWPhFTfK85H2KSjhq814Zb9xwfJKKfqz6ESK,0.0,1.57,New
14cxbDUZgagC3aKzZyn6qXAhFNVJTXPrmuBWobhto5qioNSn,1.29,1.58,Old
1ucNf8oY1TxoHH7WR1hSoT1tQ9V3exANKNCjcLaRsXE8hJs,0.0,1.02,New
15JbA8e1iwTosVW7FvB4GwCxPwxAkEWh9AaAwCGfaAa3sLYp,0.0,1.0,New
16FfCVZbGCuoRYNBPUK5zYtumy28wGL88cjgEsgg1rYJGFHS,21.27,1.65,Old
1A1FTUxvhyyzVTaC6UHL2M5yHA4cgvKumxrrEaEmwAej75E,0.0,1.01,New
14bNQNx2wm1EiVPSnczNbZq1RwAQfCzenkJJWgg5E48abqLp,0.0,1.01,New
15BKkvgLEF5e74rtRbNFtNABYVnHJCgmakGFiyw7mgBMNM36,0.0,9.41,New
12pVViDmsckP9EMahWf7pQPK7gxzLy3pSQyqu6Vgpjdfepgc,0.0,1.0,New
1NVEdZ4Fdqnchdg9pLMRjo4sv3rYdmqpJgQmuXx4Gs7XWH8,0.0,3.43,New
14tbGZzuoR9F94KcVXKZkXvvqtW9b8WF2iGookALRBgREikz,0.0,1.01,New
14jC6aFwMhZA1zCnuNZcMBRmRzCuTDYaCtgiGm5h6gMZTo3j,0.0,1.01,New
14ktkSSoDsEZfnzXAEKbre4DhdxSmTxFfbiU6sJkeJZ7mKcg,0.0,1.01,New
14Mb2fWSfmKRRQXDCEqWVD2FWe1UtjGDSkrk5TgQkRMGRynb,0.0,11.82,New
13DiCjsmiZUXHjvnVmXEG5U9fPWcGC7LoZhVsVE9rb844Qsp,0.0,1.01,New
16Vaf1uzsnZB8nyKU9QukKEQGG2HVFqShPEwPnmgVmjtzLEq,0.0,3.08,New
13KxMHfWtvfc3jrDa8NxkMs3nwGBo17vitK2i8ndVPSHTyxu,0.0,11.48,New
14yy2PAebA3umqdNQnqdL3QLRFGFmkad89bbEdrBPXexQmGU,0.0,0.0,Old
16PH42SUJarY8oeJnBLYDTcCedd7o83fEs5pYXNf34MPztvY,0.0,1.01,New
15VCEKdGpbuoWA6bMPgsB8psPoMihXcxmRwRuArNXZFey3iz,0.0,1.01,New
14YVvY3SW1oSm38iVDfoxtd9EzqUNh2vf2Hgx9MTwEuop8di,0.0,1.13,New
1jU28fJTFkk3gswmHnYx1KfrYiKcKv6FJq1zTYLFCYjxQcN,0.0,0.0,Old
1jopMLeckQQbL3Y5a4pHzY214QvTSYGop55znw4TAnga7oN,0.0,2.24,New
15j161iSYe4YgAxRfkwNtjUETCz8UHSKapF4ZwiLrC9qPMsW,0.0,1.02,New
13E47KjHWdgGY23xUJawuNmAhViL5ZfXT8U3HyLKMYxFKLwX,0.0,1.01,New
1n2K2sG5EApG178kL4rS63xQSGBNV8vRiqK33AbExYPrVAH,2.1,1.83,Old
13Yb71ZfNENAahPWEH9HGVApEAbUkvBzVucoSaXUnXQBf6hL,0.0,2.0,New
12WbWeZPUWTYgsbSZ179uMGrxXAgRD6qwTwLSALV9ZXpgGcZ,0.0,5.93,New
13QepaMXSb8Qg3U1mhdy2yZhRYSUm8FDGGfd6av3o6EVu2aU,1.82,1.0,Old
14d6MQzy7XuhFDxZ3s8stQTf7yWHbCyDvFt4TvZ5VDri6ncv,0.0,1.01,New
14rit8HQSPmSjT1SsQo8xFVcC3V2Xkf7U8VQLbwkyDXYWnS,0.0,0.0,Old
157idV4BesqDfVdcW2b7JDMhdKUFcvJA7UnrYYUq78WJ6n63,0.0,0.0,Old
12gPC5zTvAjuYGG8uAf4Zge5TzuAbFt653JLquwLhiWz6Vor,0.0,1.02,New
157fN9QVPxiZAh3dM8Sdrx9Ye1oTA52r2qRBqTriE89wHbmi,0.0,7.87,New
16kPk3dzXzqvntPPDcw1Fa1MaMi3g1yL7hFrS2Umj3pGuH2M,0.0,0.0,Old
15aeX4LDq8hJDghM1Ki3UuQwCS2TC2oSHQxkMMZwfHrLSs41,0.0,1.24,New
1eAaJxojMZg4g3HQnXvmCAR7RrZZ7NMdn8FmDpHCFMKUrGg,0.0,0.0,Old
13mWSVy9Xeb9rLrgYwDgWJDsdCRasGTTdrEtvYJV5jsnQCqL,0.0,3.76,New
14aoGbhz8Uxs4bT2F8Bw6vEZS1oe8tEoZgBWfowTvSsfswpJ,0.0,3.15,New
15oBVhB2J4hYJDnjn7UxPPJFeSsV7LZuXqvEXs19cWHySbVh,0.0,1.01,New
143X2LfisxnbgSdzwpX3WKHNDYxUwvwmtn5brbaq1bcDBame,0.0,1.51,New
16VZwixAEt3k3ud6mCBsa55FjEk13xKYSPJ9cwi4uJoZAuxG,1.07,1.77,Old
15ykjGQqGaYfQGbPoDZwSkWEtozG6CuRvbJJFHHS8BGDy6LP,0.0,0.0,Old
13GxKqP4hujwbmJeXhiMYmegE5DeDLRNu9PZXNqs9b2L9Dvq,0.0,1.0,New
16AuVDUBpXjM3oEMZ32ZwZsKFVjtbvd1ZjNNqkwYJfpzCvRF,0.0,1.21,New
16i7gfYYzyLHk5oTwpxtcoPdQ6VBaXrGWsViNTEwRABVu9rj,0.0,1.97,New
11aJB75x6tLAyDwXJdYdwBEF44D5FEA67jE5xXU3cmLxUbf,0.0,1.02,New
13H4DwB6Bmcmji61aNHyBvRPcwbPMGGBdXE5wNwonkyTNASE,0.0,1.17,New
15zL8F8TprGXtnryGz5L54W7Z1wRs78wghEciZmkcvVEoizf,0.0,0.0,Old
14ogoV6AMyVha1DvnTDut9RipzdNwJSsLi1EAuCn2jrwCgfr,0.0,1.52,New
12xufQFHCg5Yh31XizMRA8G9C2rsmP6Q4ZCQVErFv18No4n6,0.0,2.86,New
16UvtuvvsBXdT7rNHvsmGQm8SQkZTHGNByf335YJG5itfhoh,0.0,0.0,Old
14VAVZV7byp2WSzvNjPyCaoQWUGnE1y5zfvYzo5CYTdf11AH,0.0,1.01,New
1EKVsPAqdBoR2CyyGVw6mwpoYn5B32TprfDWSf37HejwiAZ,0.0,2.54,New
13oizVrjWEF4Fr5gLMHTyznCDe9MHUMnXkWyompiVN6Eki9b,0.0,0.0,Old
13zRq4pYLuE3zwP3yG5VgyGXbvRmAoH2cCRL2uWdvgbCNjoN,0.0,13.43,New
1U1DedG1j1fMWMf8NTZJyH2sjotpjaKuCSNVBncQzMiAQGG,0.0,0.0,Old
13QZYX8Cuu2ze36bP5LPAM3nnY1cFeekfxHguN9uLhmph74o,0.0,2.51,New
13424xyvEsC9PBZTuykR32oks8zcqFgXy64XWui6SQAZUC8j,0.0,1.02,New
16Ptpu5PtwjXoXa5dCJovny9NmN6gTzqbKZt7KLtRDgqzabS,0.0,0.0,Old
155tSwSAqC9Vvn4MM7oBWB5pGHrgwYWrsQXepi5WzmE4nMfL,0.0,5.26,New
16RyojyXKNiDFY5e2UoHezG5GFyWgJHhW5q2ZgghByBX5v3x,0.0,1.02,New
15Drfmz1EuSEyu22HdBTfyZ9baKR66CWyvBnNwP3drkTkKwm,0.0,1.17,New
14ff5mvq3Ud9REW8vdY1CcD3cYU8auaCYopQe26q8yjQ1EMK,0.0,11.91,New
1213oS1BrFsbjLGUMR4LmQMSjRyYRQsRaX1UKH6orLoCeetQ,0.0,1.08,New
15dHL8jP9s6ahrW6H15xR4HaWofFsY1wjQW2dgrJ98axNgSz,0.0,1.27,New
14deUTWXnA4YA9oQ8Q8TcoiH3AguxbS4s6qMjHqmiYYmj1Fu,0.0,1.0,New
13GWreYHW4erPXziKW8MCCVbPscXmUyuPmWo1T86s3n66Yhh,0.0,3.21,New
13KGoFmQFMtHeHBBNAoHW6hMMLgVgejgE5XSdhDuouhb89Bb,0.0,0.0,Old
15iqzNK5NDzppWLHtyvRqkzN6rKHBDGMTkSLacKv8LD25eXR,0.0,1.18,New
14kwwbcUsDntmfoWsKTmYyMZsVPhq1j7Cp91chC3tPaq8JHL,0.0,1.01,New
