Address,beforeDOTA,afterDOTA,status
12gexsQfEu987MGmrYWHfGXstQfLN9msrbZLTijsedv3FUUm,0.0,26.96,New
13N81b8gDYPqrX88iUt9ruwyRjVdVxPxp7eePY13M9mWpn3m,0.0,0.0,Old
15retVeRc4nqrD9MixuAYWzaGKCQFKgXU1Jnyhzfm7Zm4SW3,0.0,1.01,New
16LXdVDwLuo8i8SnhGGos6vhPvDHGmvAmte4rUVwxPey2ZPm,0.0,10.81,New
16htErFxi69k1ta7Q9qGxDUJtgDtA2S7WTVuyRRt1iL5crHs,0.0,1.0,New
14b3GtsHym9xgRaC3qAyToMVu3aHa8GTBHxmL9Bvm3arufiV,0.0,0.0,Old
1EnRnPeA92yAbnjMUycEh4dnsh64WwkSrQPTpP87QB9Z24h,0.0,1.02,New
15DyAcxQog5PRtwCneke6DNdCXdMuBrvG1yuCBvd1DcHwJfv,0.0,2.21,New
133bCNLKJRcY6vkc1JBLrWgaJY2RrCdgiBT1Gd2ohMkBb93j,0.0,1.01,New
11bPFkT1dAxCyiN5Hs83sKHJU4ooJEhMHvEVarmzWaib27,0.0,0.0,Old
1331prTJDFTPNNz877YHD5YRDutjdGjqShXNacakcrujWLew,0.0,1.01,New
13xVPngfvrWS4vZsRQtqCNC7wgCHw8yCtfH3CkP9YQNB5ZR8,0.0,14.03,New
1Ka9sFWVMnzfwwfW6yRHx16sL1H3gYDwANURHEwSi3Nqcnz,0.0,1.0,New
13gkeG4TrLyetWT6TPn889u8sBMNoPY5Max38dPEqsh3QyLc,0.0,18.56,New
1jG9ShwsLCTEaitQPrDeDdQa3LPJ4FHBx4b7ty8dfodMuEe,0.0,1.02,New
1RSQzLN7ZpYoXHDhEUviAe6spAmH2KaQNXxthvQCK7HvofN,0.0,1.9,New
12jpLgG7Prize2dZLc5D46WJ6xwYArFTVTsPyewLRrrTVwNu,0.0,11.45,New
165hVwY75T6Lwv5eVggENyB5Cd59dJuw2YTJGCbkmkPJhcPY,0.0,1.33,New
16Lg67FWRqAjLphNQ9TDwXVgNCE3TNLy3KDUo87yN6L1Dj98,0.0,1.13,New
1214a5xh5PtizHGcUvwo3pSAVSgMzG7JaNGANAN7mjncP4pW,0.0,2.82,New
13gxmjQ8Zk35La6g3ontREcxjwRR1gCJoPbtszJhQwdiq5Hd,0.0,1.01,New
16DdVdriGJc8K2JQ6nhVDGroswnCmNCwMZYwpeoAF1jJxFs4,0.0,1.02,New
13N6p1eeavBRyHnVdjogUNgG98U4DHuU9HqHC7bsSSnc7nhZ,0.0,0.0,Old
12gtLce6qTi3rKX4mpRd83FqZnPk1getgUMHSXrvKqkPDQnr,0.0,1.02,New
16CoKxwgFFRyztmYaWDyzGXeQvpSUjzkyMafECpw48QMWoyB,2.0,1.01,Old
136iS8x9uuYfLKFxtyTSuE4rMat4EutABprHE7xS1GiGcfU2,1.01,1.03,Old
13greAKK48VVLf6y2WCToEgTX35ryFKAZTKV8NK7eMYNYpEN,0.0,24.4,New
13odYDDeRcy5bD4gx22LauDo6uKA4e7zmXkSBbicRBosWQTW,0.0,1.01,New
1swDncQnnuHEK5ANjnui4dVUABa4aV8afhzmQoXrLn5sdLt,0.0,1.02,New
14wzHTjirEnZLK5FJVnCGa1xtEgC8Y3HjHR1RQAu2g4rdjiM,0.0,1.02,New
1RBoKEvnYekfzmkjXQV7B64Pn7UGQ89yP6H6ZYpHmejQZED,0.0,14.5,New
12GTXP4EtgSYERUD3u3Rv6ioShPwCXhYashF4QU4rLujVrs8,0.0,20.25,New
15fcwGHUfcHh5dWmSB39va31YUyDuZfGi9KdAtqfHKFuD9KL,0.0,1.02,New
12sGcLkSJ3NiPWckRWmK7dWt1HFTCR2h258QifJXtCNpSzq6,0.0,1.02,New
15BXaH6169Yc2f5h9USKWgMAQsDnGt4t6FWhWP9eSNpGFbA9,0.0,1.02,New
15SBJAoKmCeYJnqzh6stFei3XEsUnQZjLjhRdChUFPcDJToK,0.0,76.64,New
13wkbz1dnnqpsQquyk2KwR9zVkRiSFHbPwUbcJfmogx1Ceh1,2.96,38.43,Old
15oH5pivoQkKUqBMkh8R5kEBxvU7jto8EZDewc41XD6wMr6T,0.0,1.15,New
13iPxzTb8mCXsDBcWJ6VBRqwqN46bEKMLmNq5LgitWyLA79k,0.0,1.02,New
13x79Rc32b2bYbnQY1qBXjTm4aVCSbKSr1iJ9oTJwvoinnwR,0.0,1.75,New
13j7H6nLpQWUWSBL4Bc9h8aZgSSHqwj4t1eXqfdhd3pnMQ1E,0.0,1.0,New
165gAKZNUbADXxF8zQ4g1tP4oAt8WtoJUzAL69PJbodz1uUE,10.24,1.02,Old
16g6Eap6SXiEJubyYEqGWsjGNYzyT2TkZWSs9vZZpcqhDmUa,0.0,15.09,New
16capnSNopE4MheU6FuTW764Vm6TGsGuHDfXRreTpmj7tM9z,0.0,1.01,New
14B4e3PNJPwaTTr5MGLLxXmRfcLpt1QrRM2YYruEBR9wBiP1,10.0,1.06,Old
16B1DccLJ31SrV36KZ7xjnRcvepKNpP77hPvX3Ra5yss8Jr8,0.0,1.01,New
12zX2h6SPsbB7FpT8B5GVefYDQaZ6uRFGg2uCxAVzNszu6dn,0.0,1.01,New
12MpRGFmgYgcyg7b3s8ECNm74gp3FqEaHxH2i6B72KH4v38a,103.8,1.02,Old
13jNq1UtZiMJ6vFkLsHSH5EwV2dosq9fkoHAD2XwnVEQSyim,0.0,1.1,New
145ZmrWGfSkVih2hr6zEYemjYWwo7o2WJDGtHuZYDef3ygve,0.0,18.13,New
12GXGSP7Thquth24Wo9r8wUu8wLR1TgRS7gWBe9sNDkkYaF4,0.0,1.7,New
124Z7n5TDRozwCW3Bv3cSgAwZHXtVNHZw2sQa7GN8qMLnVmP,0.0,1.0,New
12KrVKwhKd8PUHMGfX2pkUmyNDMYCnkg9kB3qM1QKEHS1X9H,0.0,6.51,New
1HioxD718jg1ykZPq6PAFC4QYL4qDy6YjB3qTSXn85TbUvj,0.0,1.2,New
1xskreUd5x8RSocdnAFmVkVzry3wXwKG3tQHwYUGi8STkNT,0.0,1.0,New
16LkMh8Z8LCULTWF4gNbXiWEbCBC8fxf76qJZ9NTKn6VWMmH,0.0,5.59,New
164nX1esaVc6SCh5bvffUZ2Rjb9oWWJd2GVrULrouMiwprxH,0.0,1.96,New
12GVYu9gr4c3ggRU79uVAo3pjTThBSck5k8xVYQ6kAFnMgqa,0.0,1.48,New
16dCDoERzpM9pVj8E5xV4ou1mpxkLZnKxYVpWnyfDYtq125y,0.0,5.2,New
12YhBMpFYo8YH2FehpPtjTo7ezpX4Zs3tdUQNoyX26cu1Zen,0.0,1.19,New
1urDfbtfR5c4pMkNDaKaFscAyxz7Gr26EKirbFc9aaZuJMP,0.0,1.01,New
1moEGi7RvxMoRrHwuQQqjxm2ucf5QN53wtCjDKV7WboX86L,0.0,8.4,New
15AJqFN5qi2V8uQNpCWVV4AqdY6mMbuJJZfo6GMXrUi1BR9f,0.0,1.35,New
15trqTJaMjS4edEeh2skZGUYEr4ix4iiciQstxPshvoRwF1A,0.0,1.01,New
1bUKppGWFfgeDvwjLRQBAgYRypn1vuUFdggPNQqDaCJXKW7,0.0,1.0,New
12ujMnBNf8Ud3nFbcXiPwVsGnsC3AGZyW9QqwAfijfxQB9xd,0.0,1.43,New
165sAcobkaY1pr2WBoqhNSqe862xwEtfEHrkT99Nw2Uze9Qu,8.82,1.02,Old
12EaLJma7w8EG3upVqGKXoGPiqcBcnhhsFQcba9F6MA7dmcW,0.0,1.25,New
15fkPBUncvqwB2bzpTgxtTAMnK3sZp8iwetUd1wY6EicSwfG,0.0,1.01,New
14tkSxUmScTHMKmpfDthL91JnYkhYNCyPy8HFuPXhazXhhhX,2.0,1.01,Old
1Kw3rFBdh9NJFPohqUKjuSXwg9mrpA4RZ9oiG3Xy84Q6K2z,0.0,1.1,New
12jsSh78vDnEyitoWUnDGvHRLpRcqbJJgaME6oCwc69uFGkM,0.0,1.0,New
1bSf56NtMgiqd3hWdtnyz8JRbCPFXaaXRKEakRhUcmTMXvH,0.0,1.02,New
13zQjy1HPc7b4U4cSqxLhbh8fwS2jQvFkDW1tFGpNjomkXVu,6.1,1.21,Old
14gQUcUWmXv3oxCxBXGNhHeWtU3UqffTud7qQQrgszMm2vkF,0.0,1.01,New
14znN6kduukbobEemcJHHR3cyenpaKQP5zGnDoEHUji9Rz41,0.0,1.01,New
14x1y4inLGC2QkZw6tLShkKTQufjEXtma4mFQedU8LJe3vn9,0.0,1.04,New
13aenWg2q19rk2ypCDNjUPEDqbyohTqDN3uNuVuFmhHAgVaA,0.0,1.42,New
1gZCpejCvezxt6AwGQKpqAkvM3CUTXws15QrN8wBHywG66v,0.0,1.0,New
133C2U6ejqZUFdHyxn3K5dD9kbZkkue1DT8tDymUTyPET8pF,0.0,5.22,New
13wWVsYqcgi7JGbYhBPTERFeUYcz9ZVxgTrkY66P2MH2Dhvt,0.0,1.01,New
133TmtyytTyx1BLfHjctVFWtPTsqy3CzTSv5Rv5sDsf9c7kz,0.0,60.79,New
13b922RGitWNwgZaiT28gnMPyaJxWwEw5pzj593MLjt9avu7,0.0,1.0,New
14s1AXq215TnmfASDsLxy49P96HqrjnNvjzphCTFssPj2Qmw,0.0,21.13,New
12ddHXmcSgkA9F1YfYog42yofLrSzRjXKf9gNVsvpBLTkpBs,0.0,4.22,New
15wEC4sdeqi7KvwiqczNZwuP1WqNoqmvXHiD8vG12HVM3e8J,0.0,1.01,New
15o7qzzv7g5KTBEt9GWUdbJitn3x7MrLgvk1G7PDEeD5JUyD,0.0,1.0,New
12Gn3rf5eZ3YhBP7xCELH8r5zMEUMUWB67KwvW6xZH2X3pAR,0.0,1.01,New
12juMHfXgWbGz8Cnr2uMGgdmgKhfnkEuhK328xCo4NVdHLVv,0.0,1.01,New
136h9JNTwALBiVidUtasn1yBUnv2HbigjHCYBKVdzrkAKiSm,0.0,1.01,New
15FgGMmGe6L1YvJoqg6SXN8xYV9nnwFAyYSsydwPdw3BZTRn,0.0,1.02,New
163BzipLurMLzPfDVbUib2yAff8BUvyDT9mGthoXKv3SJ6Ws,0.0,2.87,New
1733zyhUcwsu57sNkHfdVH4n3wAusnJqh9YQ6mrdCgxK1WT,0.0,1.0,New
13jYnaGffw7Mf3kwkVyRce4HpjsW3p7e5UkdPa45UDp9mtEy,0.0,1.01,New
1jS9cNWJDWYYJhex885XSAEVTWoZDwxhzAYjYwVFHDHVq9Y,0.0,1.23,New
16k6SXbroyfE1K7xH9vg8btC1fMimggZSm1tEza4vLwgihvD,0.0,1.01,New
13L3hgofDSyG1WKhiyyznbGaTfzJLrBdAFxHv8pcUWWz8VCG,0.0,2.16,New
16FdRXziVSQwRPhzLTMb11omppgDoHMkHVc8KCbAFr6RD8xA,0.0,1.02,New
15Xt7cXTugmDKU7avneip9enQSesyccm78HxayneXLpApNkB,0.0,4.15,New
16kWw9nWwvm29s7b9qGynSTrLswzUrQm6DFhGMAfW8HUHr1U,0.0,10.54,New
13QTx9q4rfQ2qs3txyD5dUYGpvA7aCz9rGDhK7kYxELyRpP4,0.0,1.01,New
19TNvjpwSRKPe8pY9otuT16gRiKByzxHHvNrgErYwuer5of,0.0,1.33,New
1TVrakL9XHfM9cqdRUUfMrw7fFsf8a5iwuJA9XKaJprwEbn,0.0,1.01,New
165WQevSwgWzAw1aXthg8a4PhrM9YzoKDQ9qxa7p8LHRqb4t,0.0,1.01,New
14dYmTDaxU1sDnEdm8uxZaSpbResRPgGpTynL9fGG8s9yioN,0.0,8.47,New
134BjvnWGtMAnDLh7DPtrYuin6EWodLuRu6kgoEBT7MYXjBw,0.0,1.02,New
16MYmjw1i5fGUT82Eb3gwt8eowmTe8ZDBSxaWyJUNg35ChCp,0.0,2.14,New
13DzNCcTx2J6F1jTJFhX9c4CLmnh266rMJFMK7DYjQQX4518,0.0,1.02,New
15BF4ZyhcsXXtCh29D6tXoocK9AYWrJ24UUqJ62dVKXeJ4Yk,0.0,36.17,New
12xUPf35iVcF1qBanNnk9DKR6Gcth3XdNskeL1wrTFc5SrjU,0.0,1.0,New
15kntp2FkjZg3GBdZFZUiUn9zktAvutaPHQ4LSWdi9fk99R1,2.02,1.05,Old
14j7RBWRVcGMStYGeq7cYN7BJrSQNxgkeEQbAjVGj1Wf472e,0.0,1.02,New
126u6YGnkudCV6UFrNyWp8upWtWYuTfw84tsEueNYf45A17X,0.0,1.01,New
16A5cHNA6ep6muz4Z8ziywQQYyxNRnAAAKvB2Y2M42p4ez7Z,0.0,1.02,New
1L6iC2xrgTV3fvxDuCRgFrttfBNXuAexk1MWGUHzH1PHv9k,0.0,1.02,New
12YFyaq3wdWwsKcte5GS5bpx5jjmvbLc3XJv8TfBpiXhCvmr,0.0,33.48,New
16hVWcYvxCky7NhVRgmm74ZKRAJx9HXyfcqoGXV1vyCYNiqW,0.0,1.01,New
145rARTvEvtdqoBoruGKiFH1LzBouqHaJSHrDb9BUjzWVNJU,0.0,1.01,New
12p14pKLBW6ytbBU54ZhbEoz1jLLhGAS9xzFXcQEjrP59kqk,0.0,4.36,New
16CsoVzZQTaZ2PDNh1LExmRDZnvvWe2oGv9NKfkA7ySkJyHq,0.0,1.0,New
19AkaPnyUu9tZ494pEDnapnYWQRn6kCCVGVp12gTcxEbE5D,0.0,1.02,New
13uT5WWiz1dBUxTfeevtZeRqxYpNiFDZmomPUd9AftgaWtF4,0.0,1.01,New
1qKQJuSsVFao35xP22tUFcadLEkJhWwLU7augHequ2LXQre,2.0,1.0,Old
12EmGtueTx6WtLMrfFrPakTK1LXQSQL3jyGf7o9khDEyK7cC,0.0,1.02,New
14dDLV1mFRspuQJXASwoXV6XLfxJcNzScM9sdY5ALoTskFjA,0.0,1.1,New
1TvasR33QHivU62u4WcCZSMMFE7GUfEiwcDnnvFQE1Cm79r,0.0,4.77,New
1sr39tGAb61vrSYwSNUvubhotNY1viFkEtbB1d39G8x8hNx,0.0,1.01,New
14yyKn11V52eTkcY1UEsmPmVAQXkmRwPRvMKDufEad9nnzck,0.0,1.1,New
14S4cmHYHSb8Co6u4VhBHRBfRw97ZFJsdQbvXwYKQSH7T4q,0.0,1.44,New
16SxKLr4oGTvwQKArjuJc92hnXLduyYgbQEfQ2oi1h5rRPkw,0.0,1.0,New
1WqWF2AwsAHP5SPqax241gh8drBTP872vuUNSY2qHjxkju6,0.0,1.1,New
16UVvPFFDvHQAXchmTXAv4jDU4haxsbSRheFNke2NhHaPSqe,0.0,1.01,New
1Bb7GwEmUy3kNqYTR5LNNbiThVtzu8KncDqf3ZsPg9QD6Lb,0.0,1.01,New
158iBimZnTqUiMCd4nt8UjEXPm5Qz9TpN4tVShNKV17m7Qmf,0.0,14.94,New
172EdcgnRzw42zY27hNFhnoY6vMLjxxTdyksiDC3jZRBfBU,0.0,1.02,New
13zymHYe54wWULdB1hbppDX6Da7c1xrRNZT2YbAQEYgkFn4e,0.0,2.3,New
123LezeY3SYqCk5TjUAW99Q5HWJp4uwf2ksQfC6t4gZNP981,0.0,1.02,New
12btzc8VzjryogboMyVHAEerVfzTP2UyDG22Yq9jjGyA9NNY,0.0,1.01,New
15m7N6XEGfUDzMpZjB2RozR7iaA5RgPTgNTqm8jW3PDE3RTW,0.0,25.47,New
12LJ686rhTKMnTS7Mjy6gxkrhK8GsmLEPBssRTiAFZfWujzZ,0.0,1.99,New
12RbTUAZGsVEF7jh34LS8pDykGaNiWS2G9D171mVVXZD3RLG,0.0,1.02,New
12eHZZTQzUC6XS9W6wvbccoN21rMecb98bkPzaF1rt3By1PP,0.0,1.01,New
1rw4zUcYDAiZ8QKEq57KGUPhRfBdph5ZDscfgoHSHwauEjq,0.0,1.02,New
1pcX1eUqoZ2WWY69ezBoMwZRgPvHs9tZsh5NcrckMnnBRC2,0.0,1.02,New
14pUozDbeT6egAjcfPpX5U6c6qciharuV4ZX8ds8tupbsV3i,0.0,1.02,New
16QDfqCjiFBd8h1bmGZU2u8eZwJcBuR3AFoKH4qyozVbABMv,0.0,1.01,New
148rvHuGHMU7mnd7PsgyctUqkMGNtRvuGnxPar7dY1AAcsdh,0.0,1.02,New
16AohVS9zFtz7kDBUKYNQ4KNsoz54QXyMxH2Ls5RwZJSqG9R,0.0,1.02,New
12EJfXRVExoahUNVrF9BrqApyQ5ZzCK4nwKBS3GZbqU59XUK,0.0,1.19,New
13xDfkwaK7RGNZgVy7K8vDajGyHBKcmemFJTWh65KdkF5tbk,0.0,1.01,New
12ZSEqBwdXXzFVEnb6psKkzMNWjLDgCvEgaooXHuDfv6Kmrf,0.0,1.12,New
1pUign5kUSx3cCb9PsVXBQLvQhzFRVd7mqmZ79cFoFDqKtC,0.0,1.0,New
16fgRMS2pyW9bDLDt7tYrso8AimFBVZrnfRqS8YKFGrhnqfM,0.0,1.02,New
16Q7DdZqhJq6JvCU9RUu9VttATMo7dhDkS4UtWVxNdqwrFch,0.0,1.01,New
14b7y85giFPwEJNYeQsPs5hqtuU4iPnFt1oKJ9LwX6CyuVBf,0.0,1.02,New
16dBG3VutrXuYMYZAFmmu2eRUPiRJmMCDRgVxXAiRYfL9Au8,10.0,1.06,Old
14rWT8frYUfUD2NtvNzXGayNjYgLBpbXrq1r6TrdZDbhrGsu,0.0,1.01,New
1noVF5hCRD2uGZnySoRiufXubf2cyvBfEeTo2Mro6YaDqeg,28.74,1.01,Old
14GWxhMQQTAygnLocbouRYGf1bu96RhUx5zdsqAPXGwLFnFk,0.0,8.64,New
1v5iz1UqEb33JAAgJf6fmGdWmWVxABGdNAFFwYVgYtxsEjU,0.0,1.02,New
15DkjJrM9oDgBSuLJyCeAToks7Gj69gPBbkxNh3X1GCELoJw,0.0,1.75,New
13bkvoJnyZCtXrhhTN9GkY6iesiUHSqXdd9C9DE5gA4REzx2,0.0,1.0,New
13ENyza5Rqm3uTqbfWj4vopL2UxAPipjhciC4Sbugx2b4UCc,0.0,1.02,New
13pkS5LwPHyLcw7qLRYiQoh55Wk2hLGf3AfYTbomTtSbNmgv,12.86,17.5,Old
1WsDpYfNQyfFg4Dt6GSbYYe7Q93FEQQQWtmZP6iC4YZTRrX,0.0,1.01,New
13gASUj6Xbmhkzg15Uc9AQsyUkr5cHbE7C1M9mSL6QK4DT9e,0.0,1.0,New
12EjJiyW1FM3xpRjnob2oCTkRdU1C5EsoveDCvYgjcee9k2k,1.1,8.09,Old
1Huv243hE45ja2tmhBSQLmFrm94Sdk9BCuzzTrGnR5s9Nrw,0.0,0.0,Old
12TS4u2W2AbXXTuDBeND45rmoYmZqjfYxRBiL5sRym7geNC2,0.0,1.02,New
13YyGJfHtWF6u12uEV8cikQhS1qVjRMruaTZfvpf1852YRu4,0.0,0.0,Old
145PxioE5dFLtURRpDYzq76BngrMAC9Jp1RPs4hgyiWunZV,0.0,1.08,New
13hK6ap4ZvLPx5UB34rzUk61HVCLqTKb6E9mA3fAsaq6QfY,0.0,1.01,New
16cx5ADaSxqtpqzwJW9eYrx4DJBN7cXmyij2ruZ2EskTeU6e,0.0,1.01,New
124aEh4aPH4MAa7Z4aR9B1r6LBk1inJbEGGieNC4i9Ux3PZ5,0.0,1.74,New
14sCstCWGCXWpaPryXdMkkbrJWzmENzQuNSQsRVpmNLuMJjp,0.0,1.0,New
13oKacLJdLex1JGsYMjkomXHk921cppJ7FNRvZMkoMZ2FJC,0.0,1.01,New
15VtzfeEBS6RB7GgbRTVETGMR6hXbBqio54vT75HQetthnWB,0.0,3.77,New
13Z4JjsXhKKSSuBZEU4DshfRLm98994trgVRMEBaK7xTcdtg,28.56,13.9,Old
14ucuSjpD1DmYjQbGzhPRynQ8Tmf9yXtMxAmGhHSHqdwmegt,0.0,0.0,Old
1TXwzDqqg2cpfLm86LCQZd12dTV95ceeErVJNRPvcgMF8Xy,0.0,1.3,New
14i48bCtF2AfWHeG7xDBBaBUmuN2rsCXca6hf8v3vooNkFPn,0.0,1.02,New
13rEzvfW5ngMKCCiUiXg41dWtXKJ6ZtxYdMVXLekwUyegZvB,0.0,1.06,New
16fwqJeiEY6rHkhJtweX8dzMkVWWPNtEZa2HbJ835MhwnZqz,0.0,1.02,New
136NCTUohHQj2EgYtyKZ3nUkTWnYy1DwJ37ESV5EDAs9R1wi,0.0,1.0,New
13v6R7JPxnmqyE1ABgiLzMiDrWx5TvwczxVkt1YaD2CbnTid,0.0,1.0,New
13bf1Tsf9z3QWhNDXoRp5m2SefEM6bsxMHYtfFxS6Ve5SLte,0.0,1.01,New
1pikgSR8FQBEtqJmij1pK3SfPK2L2WtqpTaUVvbwtrhXg8v,0.0,1.0,New
1yE1faXFMBFsKqrWvE6VtJqVgdPLmiDDByMnsWgJcrWkPeW,0.0,3.4,New
12dzQCXi1ufL3FoT9nDocMgWUr7ztdz8xXRwjv5aCeSK8SiR,1.03,40.72,Old
16DsXYGtKovXDSBNuNmuS7CxVxQcU17T8Zz6x41fA9jwKZrg,0.0,1.0,New
15zSKwJMCh5g3YaWBcZV8DxAfHe34RtjnNYhH3cD9XUXhLFo,0.0,1.01,New
12MmoaL8UVfHjjEoQNeir4sU5u3kHEPDU6LVw483xd5hk55G,0.0,1.01,New
14AoZD7ZPUQr7xDQcJS7fjWEX85cTM1ZQDkNXoEB5DxDxNYD,0.0,1.0,New
1ZVoCM343xZjTsiKCFGP6DKvgWFNRfKpERPNHrfy2fZ96Ft,0.0,15.65,New
14YBwZghogMGRndoP7VNRjtMAg6qkSQopvvHgzRecZmhwcXn,0.0,3.69,New
12gM4a1J6LLGT8UPCmmJQp887ZZhnQHQ4PxDwXfTZ3AR5Lwn,0.0,1.82,New
12VciRo9FcLPcg8RZBsbEwVz1XSLEzJRVGRs76fSSL1TCBdM,0.0,1.02,New
16PfLojNRig1QWiYVEU6tiX7A9eE8ouLQpjT3KgeB1wK8WXv,0.0,1.01,New
15zdyWpUbwvFirgzLLFH1r2utTt3sRR3ttHJVTJnUAQMurk4,0.0,11.42,New
11tusts9jMYFSTW24AxSjD3FPkQe3ZoR6Q4uKQ3NtZEPFrg,0.0,1.01,New
1sMiRL3JSmXF4ErTzGPY7TisdobqKMKHvVC3jqDjdrQ3oH4,0.0,1.0,New
15bAcff4szN3AmyXAfJy2RakKvhHr3co5HL2epXFPuzQktK1,10.0,1.06,Old
14Grix7k3xLgCybzLyjroZiFW7i95er2JrZCkLt1sYxYR2WT,1.58,36.26,Old
16UiC1qdfxPxW2BcKNmKJPsFDBW81V2armuQUAF9FKFUqD8R,0.0,1.09,New
12zZdwP2kwDQzVcGdq39CpoEGPfhGcc2bowxD5Jvi4WgAAHC,0.0,1.02,New
16FgCpCCygXvnYXUyDL2hu17TnEj4tbZdcEVmbCUNLZHyS91,0.0,1.0,New
1P1sM6wjShcUARa6ouop9dD6cKVfK7pCFUtxxRBEYdrjxk9,0.0,4.34,New
12sMjRQsvxMmP5PYScQNwjmpzQqMad2q1WM1Qt92HcDXjWvk,0.0,1.0,New
15wEZ9BjPsQfkDTVoF5daiLUrzcwcMupmBqKv2wawiEvcyLh,0.0,0.0,Old
14TYcQzaco2THbn1WebWXCeFUeatkspVgYdnPWUaVj9bYS71,0.0,1.01,New
15JgekNbioSYZnBZvrgzQnZYsBSH7A7NXunD36iJxhYJrBBH,0.0,1.02,New
14K9A8JHu35uCEZdcdQG6FUKeceA6J7WgygDexPqsVJYGfbo,0.0,1.02,New
1qJpcaHF9RmkSErPaVFj9zc9ZCAHkat2hz4zsdYVQVrpBrp,10.0,1.06,Old
1CH1kKT2RbJETHVcxoEPKEcW8QVs6ZDDDaqMkMYdqBVeKbb,0.0,1.01,New
145YRA6Cuo6DXvHuN6Tof8sxsTWavCsKg2uYYBoirGgMiVJ5,10.0,1.02,Old
1jo6D3G1afQ85HuEtZykA67N2DKAZszfCk3ppgCzwLLTpnm,0.0,1.06,New
14Xq1onin9Sq6QpfGDR3nvvJ5u88g9ozqfigtQByC58E8CfM,0.0,1.02,New
14QY6nHqV2J6v5F71XnRup1DRHWfgB2sPo5eHDaNHJvbu9he,0.0,1.94,New
12LKznfmdnt8WPDYgmKCU8rTVFU8hZNA3Mb5ZenHKkLnRNA7,0.0,1.01,New
15SfUs3ihhgMpYTARKT3gmY6opHBMvFmA38NQvFTyPAabyVN,0.0,1.01,New
1h5xqt9z44WGqtSHVK8SepSwWSFYBSSfpWYe6SCSfYFhGjy,0.0,1.02,New
15VKzXd3Wc4DUHK7jYWDY48whXSvBTuSBw3vv9nRqsAiQQL5,0.0,1.0,New
14iTvL2Jz5Uvm7EpQPD1suia1Ax69t6uUsWeim15nWDUMVaD,0.0,1.01,New
15zfcNJaGhYJsZKW4V7q7RrFEHpAXPbM6HfXvgTrGtKxDmeg,0.0,1.02,New
16JZFQSPyzpDkWokU7YbgHnFTm9Lz7VJ9Ms5UYn5JHxGT5Jj,0.0,11.25,New
14Cbb4hEmU1kLhJ9KyddsYXRAt6UjydH4p85fCMS2UR7Wkui,0.0,1.01,New
15qhaSjZzHMEizMqQ97PiEs7pibkuHuq3jGFknjn6f5pyWRd,0.0,1.16,New
16a1eNAkYR8bStbPs7wbNXrj4T4iFusRKRmCzNQNazM9iVZC,0.0,1.01,New
15wDpDS6SRcszbZiZ1veGPTX5RWy677KMHWDFAwyjZTToYPb,0.0,1.0,New
16ZC5vsf4J8dg1iqujm6mQoMP39yJy8mHAEmvYT8VVajGMM,0.0,1.01,New
15p4eTFmD7pMns7kUmXoFqm2fTFjJDQvgFMEG7UQt4ntrhLJ,2.0,1.19,Old
16JxAjeyfwAPJ1r64CEhdUigEyKQDnX6NTu2sjcm75kMmhzH,0.0,1.02,New
15QQDuLsda6Y9hANWvVhPR4kjXH8waZZ6C2674gS2N1DsWNu,0.0,1.01,New
121kyN7yaGHGSWRWRFUq5TgxGDjUebHF8ZfiB3Uw1eL9bJgp,0.0,1.0,New
1X6NhKzWhyorDr7puAwo4FcXxVSEz3Va8AMaeyqgztLZaip,0.0,1.5,New
12atdnhnD4wicmT7wxke6cvGwrohfGrJrbzSmxfpWUmvUst4,0.0,1.01,New
12zvCauVkGqoRbUwM21T4hsemW1JoCsLBpv23iTVtwCUZneJ,0.0,1.0,New
16kiKRcVxEvCqinVbUmqx4jfQgJxd3VKoUmt6JU3WjuVbXdA,0.0,13.18,New
1NHZnbHj1RfUWhwRgqY5138Z74pBtzrnWvyPEiPWSTHhVMq,0.0,1.69,New
16kAcx5PEiHDCnDPzGPq2udhEvYHSzDe2TRWfw8dMPVdummN,0.0,1.01,New
14ieSLxJGrjCdEkRFkpYy98oSd1esaXwK3dP5iPK3feuZAr6,0.0,5.58,New
14dvxVUGVn5DiDdmedpxVhB6w2tQEQkR6ogVMW8c4aQAYdYD,0.0,1.25,New
155VY3wYrCNXHCWpzwSddgbi2pRm9hQxczsCDidUXdDXByf6,0.0,27.94,New
1536qvnnBukLcVDgVHV9rFqvYD6JRhajNttxaJH3BapJBLPh,0.0,1.02,New
1HjHfV3ETGtokWGGcenKVBqM9CGBVsuaXf7HFSB4RKCD1hN,0.0,1.8,New
15dfaUPK7DPH15VcoreU1kNQeZB4oaf2vTLGUUXq2AKGDQCo,0.0,1.02,New
1xpMsqbGUErNtp4NWPGkiWNhi14sn7eT1LRn32qxKqBvySZ,0.0,1.01,New
16VDKYQvsd1JFuk6DVPruosE3sFz4YDNUkfviyxFHnwKhEjw,0.0,1.02,New
13wv1EJiSWsNEvb1Yny44D3CJFky3pfTpaKnes8QAjCwrdYd,10.0,1.06,Old
15GPywFwgX35xjchBujtR5CW5Lx5Ae9bTZhyFKe11XfsFVaf,0.0,1.02,New
13NLe4BLi3rsVybRKydb4gYVauWf2VPRJjyYy2zBToTdmNrt,0.0,6.98,New
152bJ74fQrf4PRk7kZJmJ43KsH8JEuLz1nge2PLX39dM5QMK,0.0,1.02,New
